Genes	avg_logFC	pct.TM	pct.PB	pct.Difference	p_val	p_val_adj	
MAST1	0.207350701	0.002	0	0.002	0.599816854	1	
OSBPL10	0.207350701	0.002	0	0.002	0.599816854	1	
RP11-649A18.12	0.207350701	0.002	0	0.002	0.599816854	1	
ZHX1-C8orf76	0.207350701	0.002	0	0.002	0.599816854	1	
MT-ND5	0.207319711	0.984	0.962	0.022	3.47E-05	0.639985064	
UBA6	0.207263235	0.141	0.112	0.029	0.3447388	1	
EFCAB14	0.207178383	0.192	0.162	0.03	0.350197672	1	
TMEM79	0.207174071	0.017	0.012	0.005	0.665126341	1	
MFSD9	0.207162907	0.035	0.031	0.004	0.811750329	1	
CTC-523E23.1	0.20705392	0.002	0	0.002	0.599816854	1	
RP11-102M11.2	0.20705392	0.002	0	0.002	0.599816854	1	
SULT1A4	0.20705392	0.002	0	0.002	0.599816854	1	
COPS8	0.206856971	0.223	0.2	0.023	0.454798648	1	
DDX56	0.206831505	0.111	0.088	0.023	0.39307736	1	
AP003774.4	0.206733369	0.002	0	0.002	0.599816854	1	
DGKG	0.206733369	0.002	0	0.002	0.599816854	1	
DNA2	0.206733369	0.002	0	0.002	0.599816854	1	
DNM1	0.206733369	0.002	0	0.002	0.599816854	1	
NDRG4	0.206733369	0.002	0	0.002	0.599816854	1	
RP11-20D14.6	0.206733369	0.002	0	0.002	0.599816854	1	
TFPI	0.206733369	0.002	0	0.002	0.599816854	1	
ALG14	0.206676631	0.035	0.025	0.01	0.542983551	1	
NME3	0.206666842	0.362	0.294	0.068	0.108955736	1	
SPATA24	0.206645732	0.017	0.012	0.005	0.665126341	1	
AIM1L	0.206610345	0.002	0	0.002	0.599816854	1	
CTB-5E10.3	0.206610345	0.002	0	0.002	0.599816854	1	
RP11-574K11.29	0.206610345	0.002	0	0.002	0.599816854	1	
ZCCHC24	0.206610345	0.002	0	0.002	0.599816854	1	
PRPS1	0.206582759	0.263	0.244	0.019	0.470814388	1	
EDRF1	0.206501979	0.139	0.112	0.027	0.386554281	1	
KRI1	0.206501234	0.098	0.069	0.029	0.281737333	1	
GNG5	0.206370093	0.7	0.669	0.031	0.107129289	1	
GYS1	0.206058158	0.042	0.025	0.017	0.340974663	1	
SULT1B1	0.206000923	0.005	0.006	-0.001	0.88171627	1	
DARS-AS1	0.205930961	0.017	0.012	0.005	0.666521499	1	
SGPP1	0.205863855	0.071	0.062	0.009	0.688931898	1	
TRAV16	0.205700682	0.061	0.062	-0.001	0.938166082	1	
CCDC115	0.205666044	0.291	0.262	0.029	0.33667074	1	
VEGFB	0.205617412	0.016	0.012	0.004	0.770664519	1	
DDIT4L	0.205607063	0.002	0	0.002	0.599816854	1	
HPN	0.205607063	0.002	0	0.002	0.599816854	1	
LINC01023	0.205607063	0.002	0	0.002	0.599816854	1	
ZBED8	0.205607063	0.002	0	0.002	0.599816854	1	
GNMT	0.205534036	0.002	0	0.002	0.599816854	1	
P4HA2	0.205534036	0.002	0	0.002	0.599816854	1	
RBFOX3	0.205534036	0.002	0	0.002	0.599816854	1	
RP11-347C12.3	0.205534036	0.002	0	0.002	0.599816854	1	
LAP3	0.20528212	0.225	0.206	0.019	0.495590073	1	
ABHD14A	0.205175933	0.024	0.019	0.005	0.675717169	1	
DHRS7B	0.205066517	0.035	0.019	0.016	0.312148475	1	
AC093642.3	0.205048517	0.002	0	0.002	0.599816854	1	
FAM149A	0.205048517	0.002	0	0.002	0.599816854	1	
VWA5B1	0.205048517	0.002	0	0.002	0.599816854	1	
C11orf45	0.204975887	0.002	0	0.002	0.599816854	1	
MED26	0.204898022	0.019	0.019	0	0.965933434	1	
EXOSC8	0.204895865	0.218	0.144	0.074	0.059807791	1	
ADAM29	0.204830783	0.002	0	0.002	0.599816854	1	
ARHGAP32	0.204830783	0.002	0	0.002	0.599816854	1	
FAM20A	0.204830783	0.002	0	0.002	0.599816854	1	
LILRA6	0.204830783	0.002	0	0.002	0.599816854	1	
MFSD4	0.204830783	0.002	0	0.002	0.599816854	1	
PPP1R14A	0.204830783	0.002	0	0.002	0.599816854	1	
RIN2	0.204830783	0.002	0	0.002	0.599816854	1	
RP11-426C22.8	0.204830783	0.002	0	0.002	0.599816854	1	
RP11-667K14.3	0.204830783	0.002	0	0.002	0.599816854	1	
SCN1B	0.204830783	0.002	0	0.002	0.599816854	1	
TNS1	0.204830783	0.002	0	0.002	0.599816854	1	
ANKRD18A	0.204806619	0.002	0	0.002	0.599816854	1	
RDM1	0.204806619	0.002	0	0.002	0.599816854	1	
SLC25A10	0.204806619	0.002	0	0.002	0.599816854	1	
KLHL3	0.204719421	0.01	0.006	0.004	0.631485996	1	
TRA2B	0.204609757	0.646	0.594	0.052	0.084796944	1	
KLHL24	0.204603369	0.221	0.2	0.021	0.463646476	1	
LSM2	0.204482205	0.389	0.356	0.033	0.320877295	1	
MLX	0.204385391	0.26	0.219	0.041	0.261713538	1	
STRN3	0.204361855	0.052	0.038	0.014	0.45065797	1	
CKAP5	0.204237458	0.049	0.044	0.005	0.77309802	1	
GNAI2	0.204142417	0.334	0.294	0.04	0.22098576	1	
HLA-F	0.20412468	0.69	0.625	0.065	0.025311165	1	
TFR2	0.204109956	0.003	0.006	-0.003	0.632053278	1	
BNIP3	0.203953859	0.111	0.112	-0.001	0.924759474	1	
SEC61G	0.203924138	0.704	0.625	0.079	0.029456588	1	
MRPL14	0.203791726	0.206	0.194	0.012	0.602478225	1	
ANKS1A	0.203534363	0.007	0.006	0.001	0.918675923	1	
CTD-2213F21.3	0.203462505	0.002	0	0.002	0.599816854	1	
MRPS31	0.203458117	0.228	0.175	0.053	0.194663573	1	
MAPK8	0.203294057	0.064	0.044	0.02	0.350514342	1	
LINC01569	0.203149957	0.009	0.006	0.003	0.759992217	1	
FGF17	0.202868154	0.002	0	0.002	0.599816854	1	
LZTS1	0.202868154	0.002	0	0.002	0.599816854	1	
NANOS3	0.202868154	0.002	0	0.002	0.599816854	1	
C19orf25	0.202724494	0.186	0.15	0.036	0.249649777	1	
ORMDL1	0.202659418	0.254	0.212	0.042	0.258232413	1	
GPANK1	0.202290558	0.056	0.044	0.012	0.55040755	1	
NUFIP2	0.202279368	0.171	0.138	0.033	0.332349817	1	
KIF5A	0.202277276	0.002	0	0.002	0.599816854	1	
RP11-251G23.5	0.202277276	0.002	0	0.002	0.599816854	1	
SNURF	0.202154567	0.061	0.05	0.011	0.594761595	1	
ZC2HC1A	0.202085469	0.172	0.138	0.034	0.334335209	1	
YBEY	0.202050291	0.132	0.112	0.02	0.479144019	1	
MAGOHB	0.201809602	0.089	0.069	0.02	0.437049948	1	
ZNF808	0.201755231	0.061	0.044	0.017	0.421742722	1	
ZNF175	0.201748478	0.012	0.012	0	0.981470862	1	
IFT43	0.201718125	0.089	0.062	0.027	0.300111572	1	
PRDX5	0.201670643	0.547	0.525	0.022	0.14985313	1	
PPIP5K2	0.201254507	0.132	0.106	0.026	0.363902269	1	
MAPKBP1	0.201247556	0.026	0.019	0.007	0.598056221	1	
MEX3C	0.201218187	0.077	0.062	0.015	0.541456711	1	
C1orf115	0.201199037	0.002	0	0.002	0.599816854	1	
RIPK4	0.201199037	0.002	0	0.002	0.599816854	1	
RP11-247L20.4	0.201199037	0.002	0	0.002	0.599816854	1	
RP11-378J18.9	0.201199037	0.002	0	0.002	0.599816854	1	
RP11-390F4.3	0.201199037	0.002	0	0.002	0.599816854	1	
RP11-527J8.1	0.201199037	0.002	0	0.002	0.599816854	1	
RP11-789C2.1	0.201199037	0.002	0	0.002	0.599816854	1	
SEMA3F-AS1	0.201199037	0.002	0	0.002	0.599816854	1	
TMEM45A	0.201199037	0.002	0	0.002	0.599816854	1	
COPS4	0.20103823	0.127	0.119	0.008	0.711256645	1	
PRR5	0.201022704	0.152	0.144	0.008	0.691957415	1	
BSG	0.20075947	0.537	0.475	0.062	0.098546847	1	
LINC00667	0.200609137	0.16	0.156	0.004	0.786420606	1	
URB2	0.200370075	0.024	0.025	-0.001	0.979284091	1	
SSBP4	0.200288005	0.092	0.088	0.004	0.806332666	1	
C19orf44	0.200086146	0.002	0	0.002	0.599816854	1	
INAFM2	0.200086146	0.002	0	0.002	0.599816854	1	
RP11-353N4.6	0.200086146	0.002	0	0.002	0.599816854	1	
RP11-359K18.3	0.200086146	0.002	0	0.002	0.599816854	1	
RP5-857K21.4	0.200086146	0.002	0	0.002	0.599816854	1	
ZC2HC1C	0.200086146	0.002	0	0.002	0.599816854	1	
CD81	0.20008126	0.061	0.056	0.005	0.820030748	1	
THRAP3	0.200037548	0.411	0.356	0.055	0.18039473	1	
DCAF6	0.199931029	0.111	0.1	0.011	0.626991263	1	
TRBV18	0.199914162	0.064	0.044	0.02	0.331804862	1	
RP11-80H18.3	0.19989934	0.035	0.025	0.01	0.540264505	1	
ERCC6L2	0.199784697	0.084	0.069	0.015	0.551143841	1	
DSC2	0.199776207	0.003	0	0.003	0.456375917	1	
FTCDNL1	0.199776207	0.003	0	0.003	0.456375917	1	
RP11-597D13.9	0.199776207	0.003	0	0.003	0.456375917	1	
RRAGD	0.199776207	0.003	0	0.003	0.456375917	1	
PCGF3	0.199773212	0.038	0.031	0.007	0.678594307	1	
TMEM87B	0.199038733	0.132	0.125	0.007	0.746613984	1	
C12orf57	0.198656158	0.887	0.794	0.093	0.00222875	1	
ARRDC3-AS1	0.198466605	0.017	0.012	0.005	0.66373234	1	
CDHR1	0.198417105	0.002	0	0.002	0.599816854	1	
PCDH9	0.198417105	0.002	0	0.002	0.599816854	1	
PTPRS	0.198417105	0.002	0	0.002	0.599816854	1	
RP11-531F16.4	0.198417105	0.002	0	0.002	0.599816854	1	
RUNDC3A-AS1	0.198417105	0.002	0	0.002	0.599816854	1	
SDF4	0.198376843	0.397	0.338	0.059	0.134509651	1	
INSIG1	0.19823558	0.247	0.244	0.003	0.759843434	1	
TFE3	0.198169862	0.066	0.05	0.016	0.452505034	1	
B3GNT7	0.198168024	0.002	0	0.002	0.599816854	1	
RP11-374M1.5	0.198168024	0.002	0	0.002	0.599816854	1	
RP11-89F3.2	0.198168024	0.002	0	0.002	0.599816854	1	
SLC6A8	0.198168024	0.002	0	0.002	0.599816854	1	
CCDC107	0.198149805	0.406	0.381	0.025	0.429431083	1	
UBN1	0.19804164	0.141	0.112	0.029	0.365801686	1	
ZNF234	0.197822001	0.023	0.019	0.004	0.764145506	1	
ZNF529-AS1	0.197699446	0.014	0.019	-0.005	0.671758929	1	
CTC-458I2.2	0.197649241	0.002	0	0.002	0.599816854	1	
CTD-3224K15.2	0.19740209	0.002	0	0.002	0.599816854	1	
LDB2	0.19740209	0.002	0	0.002	0.599816854	1	
FTO	0.197179616	0.122	0.088	0.034	0.239356977	1	
COX6A1	0.197080981	0.899	0.781	0.118	0.001187627	1	
SNAP47	0.197025183	0.153	0.156	-0.003	0.936589181	1	
ZNF567	0.19697945	0.052	0.038	0.014	0.459499296	1	
ADAMTSL4	0.196852327	0.003	0	0.003	0.456375917	1	
RRBP1	0.196334449	0.063	0.056	0.007	0.753635404	1	
SEC62	0.196227991	0.47	0.412	0.058	0.136585714	1	
C1orf101	0.19619774	0.002	0	0.002	0.599816854	1	
EXPH5	0.19619774	0.002	0	0.002	0.599816854	1	
NDUFV2-AS1	0.196122026	0.105	0.088	0.017	0.533027922	1	
REEP4	0.196060088	0.061	0.044	0.017	0.422954196	1	
BUB3	0.195957145	0.66	0.588	0.072	0.03792565	1	
CTC-523E23.4	0.195954215	0.002	0	0.002	0.599816854	1	
HESX1	0.195954215	0.002	0	0.002	0.599816854	1	
MFI2	0.195954215	0.002	0	0.002	0.599816854	1	
IRF2BP2	0.195944565	0.223	0.2	0.023	0.503540034	1	
ZFP90	0.195869104	0.105	0.094	0.011	0.661698047	1	
UFL1	0.195854479	0.188	0.162	0.026	0.413504526	1	
ADCY9	0.195843722	0.002	0	0.002	0.599816854	1	
ARHGAP22	0.195843722	0.002	0	0.002	0.599816854	1	
FCGR1B	0.195843722	0.002	0	0.002	0.599816854	1	
GLDC	0.195843722	0.002	0	0.002	0.599816854	1	
MS4A14	0.195843722	0.002	0	0.002	0.599816854	1	
RBP7	0.195843722	0.002	0	0.002	0.599816854	1	
RP11-293M10.6	0.195843722	0.002	0	0.002	0.599816854	1	
RP11-742B18.1	0.195843722	0.002	0	0.002	0.599816854	1	
SOWAHD	0.195843722	0.002	0	0.002	0.599816854	1	
TBC1D3L	0.195843722	0.002	0	0.002	0.599816854	1	
TLR7	0.195843722	0.002	0	0.002	0.599816854	1	
ALDH3A2	0.195762407	0.094	0.069	0.025	0.321995436	1	
LGR4	0.195667193	0.002	0	0.002	0.599816854	1	
ZNF396	0.195667193	0.002	0	0.002	0.599816854	1	
TACC3	0.195642251	0.211	0.212	-0.001	0.867892704	1	
SIL1	0.195529662	0.085	0.069	0.016	0.494403537	1	
ALG6	0.195100428	0.098	0.094	0.004	0.817623374	1	
F8A3	0.194925341	0.007	0.012	-0.005	0.499985011	1	
PML	0.194878235	0.132	0.119	0.013	0.605002625	1	
CTC-350I8.1	0.194680136	0.002	0	0.002	0.599816854	1	
RASL11B	0.194680136	0.002	0	0.002	0.599816854	1	
SLC12A6	0.19439429	0.153	0.15	0.003	0.843214333	1	
TSR1	0.19432391	0.044	0.038	0.006	0.731579532	1	
IRAK1BP1	0.194266083	0.016	0.012	0.004	0.770664519	1	
PPIL2	0.194125792	0.096	0.069	0.027	0.30669332	1	
ZNF213	0.193771224	0.016	0.012	0.004	0.767602222	1	
SNX6	0.193746996	0.385	0.356	0.029	0.240350917	1	
ERI3	0.193626674	0.12	0.094	0.026	0.38245132	1	
GALNS	0.193488357	0.064	0.075	-0.011	0.70897744	1	
ABHD15	0.193424593	0.016	0.019	-0.003	0.797014725	1	
SLTM	0.19316387	0.376	0.344	0.032	0.317697824	1	
UBA3	0.193049078	0.211	0.169	0.042	0.260439058	1	
YTHDF3-AS1	0.192901375	0.021	0.019	0.002	0.860027388	1	
RAB33B	0.192623594	0.061	0.056	0.005	0.797005389	1	
RP11-404F10.2	0.192338275	0.009	0.006	0.003	0.762051773	1	
PNPLA7	0.192277075	0.009	0.006	0.003	0.759992217	1	
PPP1R13L	0.192219173	0.014	0.012	0.002	0.888945684	1	
C7orf73	0.191993228	0.439	0.362	0.077	0.061117129	1	
ADCK3	0.191983761	0.12	0.1	0.02	0.473555252	1	
C1RL-AS1	0.191924604	0.042	0.031	0.011	0.549157422	1	
ZHX2	0.191920992	0.049	0.038	0.011	0.558384474	1	
POLD4	0.191800453	0.582	0.5	0.082	0.068382839	1	
PTCD1	0.191743872	0.01	0.012	-0.002	0.833800494	1	
NRBP2	0.191601618	0.017	0.012	0.005	0.666521499	1	
LMBR1L	0.191226854	0.138	0.112	0.026	0.397710846	1	
CCDC61	0.191091047	0.012	0.012	0	0.984999757	1	
FKRP	0.19104353	0.012	0.012	0	0.979706546	1	
RTN2	0.190989501	0.003	0	0.003	0.456375917	1	
KIN	0.190948706	0.099	0.081	0.018	0.493558805	1	
RAD1	0.190833268	0.071	0.056	0.015	0.508434517	1	
ACY3	0.190683169	0.002	0	0.002	0.599816854	1	
HTRA1	0.190683169	0.002	0	0.002	0.599816854	1	
KDELC1	0.190683169	0.002	0	0.002	0.599816854	1	
MYO3B	0.190683169	0.002	0	0.002	0.599816854	1	
P2RY14	0.190683169	0.002	0	0.002	0.599816854	1	
RP11-130L8.1	0.190683169	0.002	0	0.002	0.599816854	1	
RCN2	0.190539007	0.155	0.144	0.011	0.621814861	1	
IL2RG	0.190513277	0.918	0.894	0.024	0.002805928	1	
TDG	0.190497906	0.2	0.15	0.05	0.178073027	1	
TRBV7-3	0.190478517	0.044	0.025	0.019	0.296595522	1	
DNAJC14	0.190385693	0.045	0.038	0.007	0.66747236	1	
TMED8	0.190379615	0.068	0.044	0.024	0.280166004	1	
NDUFB2	0.190295105	0.652	0.581	0.071	0.032350894	1	
CLTA	0.190193077	0.455	0.388	0.067	0.109920388	1	
CALM2	0.190126587	0.824	0.762	0.062	0.006609815	1	
HERC6	0.190106242	0.051	0.044	0.007	0.720128378	1	
ATF6B	0.189911498	0.275	0.256	0.019	0.442283431	1	
SYNRG	0.189891418	0.294	0.269	0.025	0.328755926	1	
RP11-532F6.3	0.189820285	0.012	0.012	0	0.984999757	1	
PRMT3	0.189638999	0.08	0.069	0.011	0.630451472	1	
AC058791.1	0.189551206	0.085	0.056	0.029	0.2453056	1	
GPATCH4	0.189515566	0.061	0.038	0.023	0.271241208	1	
FTH1	0.189323657	1	1	0	0.029695167	1	
TST	0.189218853	0.009	0.006	0.003	0.759992217	1	
CYP2S1	0.189213013	0.003	0	0.003	0.456375917	1	
AURKA	0.18919674	0.014	0.012	0.002	0.89060509	1	
PDIA6	0.189076754	0.449	0.419	0.03	0.203126462	1	
UNC119	0.189004134	0.199	0.15	0.049	0.203245765	1	
NSUN5	0.188988089	0.11	0.094	0.016	0.559166322	1	
RP11-117D22.2	0.188978868	0.005	0.006	-0.001	0.88171627	1	
CATSPERG	0.188935907	0.012	0.006	0.006	0.526729609	1	
SUDS3	0.188841121	0.11	0.1	0.01	0.701811153	1	
MAP2K6	0.188744905	0.028	0.031	-0.003	0.838612146	1	
TOR2A	0.188643725	0.08	0.075	0.005	0.783040138	1	
HDLBP	0.188515661	0.15	0.15	0	0.858001983	1	
SUSD3	0.188463862	0.328	0.294	0.034	0.320676006	1	
WIPF2	0.188421274	0.096	0.069	0.027	0.287795345	1	
SLC37A1	0.188361892	0.028	0.025	0.003	0.84063593	1	
COQ7	0.188346954	0.077	0.075	0.002	0.907025145	1	
KCTD20	0.188228228	0.145	0.131	0.014	0.615646154	1	
PRR13	0.187589051	0.808	0.838	-0.03	0.044769455	1	
UBE2B	0.187577828	0.655	0.606	0.049	0.076478874	1	
ACSS1	0.187522637	0.04	0.038	0.002	0.882312735	1	
ISCU	0.187493177	0.645	0.631	0.014	0.117928398	1	
SRSF1	0.18743412	0.253	0.206	0.047	0.230680712	1	
REV3L	0.187381491	0.134	0.112	0.022	0.461577168	1	
ADAM12	0.187184412	0.024	0.031	-0.007	0.650589403	1	
RP11-596C23.2	0.187103464	0.056	0.05	0.006	0.769409225	1	
ACTB	0.186946739	1	1	0	1.44E-05	0.264776532	
PLCL2	0.186944923	0.037	0.038	-0.001	0.981948471	1	
ENY2	0.186528264	0.389	0.344	0.045	0.210670727	1	
FBRS	0.186497757	0.12	0.075	0.045	0.105474388	1	
LINC00152	0.186323282	0.767	0.644	0.123	0.019857394	1	
GLI4	0.186266154	0.049	0.025	0.024	0.204583973	1	
CTSF	0.185997572	0.033	0.038	-0.005	0.809669677	1	
FAM96B	0.185487328	0.523	0.469	0.054	0.121137535	1	
WBP2NL	0.18542929	0.009	0.006	0.003	0.759992217	1	
NDUFA8	0.185378208	0.193	0.175	0.018	0.539016789	1	
SGMS1-AS1	0.185083958	0.017	0.012	0.005	0.670713886	1	
ITGA7	0.185036365	0.002	0	0.002	0.599816854	1	
RP4-794H19.1	0.185036365	0.002	0	0.002	0.599816854	1	
ZNF688	0.185027197	0.089	0.081	0.008	0.73423706	1	
ACYP1	0.18492579	0.143	0.125	0.018	0.539329275	1	
PDCD4-AS1	0.184778697	0.077	0.069	0.008	0.727328964	1	
BMI1	0.184729235	0.056	0.056	0	0.980137604	1	
RP11-644F5.10	0.184716589	0.051	0.038	0.013	0.509615675	1	
WDR5B	0.184470764	0.01	0.006	0.004	0.635052793	1	
BPTF	0.18435879	0.261	0.225	0.036	0.251188497	1	
KNTC1	0.184272312	0.019	0.019	0	0.968770798	1	
PSMB9	0.184258945	0.775	0.719	0.056	0.056531633	1	
DUS3L	0.184215559	0.092	0.088	0.004	0.781604313	1	
RP11-25K19.1	0.183973747	0.127	0.125	0.002	0.842697652	1	
UTS2	0.183933704	0.117	0.1	0.017	0.529985111	1	
ZNF224	0.183867759	0.085	0.075	0.01	0.643485911	1	
ROGDI	0.183850187	0.04	0.025	0.015	0.383166308	1	
RFC1	0.183822312	0.214	0.212	0.002	0.79200714	1	
PSMC4	0.183773961	0.312	0.281	0.031	0.325120878	1	
RPP21	0.183738626	0.329	0.275	0.054	0.228440019	1	
MAN2B1	0.183625409	0.193	0.162	0.031	0.390919421	1	
NKRF	0.183576836	0.04	0.044	-0.004	0.860479574	1	
PHB	0.18347124	0.308	0.288	0.02	0.433670532	1	
VPS16	0.183276413	0.073	0.075	-0.002	0.998885132	1	
CYP51A1	0.183267872	0.073	0.056	0.017	0.473427052	1	
MARCH7	0.183073041	0.296	0.269	0.027	0.454901237	1	
RP3-425P12.1	0.1827781	0.002	0	0.002	0.599816854	1	
TREML2	0.1827781	0.002	0	0.002	0.599816854	1	
FAM134B	0.182663337	0.054	0.044	0.01	0.605376844	1	
GNLY	0.182628051	0.07	0.05	0.02	0.348166247	1	
C12orf29	0.182403887	0.092	0.081	0.011	0.652465873	1	
IQCK	0.18237038	0.005	0.006	-0.001	0.88171627	1	
WDR82	0.182361678	0.178	0.188	-0.01	0.983169461	1	
RNFT2	0.182361347	0.005	0.006	-0.001	0.88171627	1	
AC000035.3	0.182336891	0.002	0	0.002	0.599816854	1	
EHF	0.182336891	0.002	0	0.002	0.599816854	1	
LINC01451	0.182336891	0.002	0	0.002	0.599816854	1	
LINC01504	0.182336891	0.002	0	0.002	0.599816854	1	
MGAM	0.182336891	0.002	0	0.002	0.599816854	1	
NOTCH4	0.182336891	0.002	0	0.002	0.599816854	1	
RP11-303E16.7	0.182336891	0.002	0	0.002	0.599816854	1	
HMBOX1	0.182119373	0.075	0.062	0.013	0.597782652	1	
BBS1	0.182035609	0.026	0.025	0.001	0.924896717	1	
MT1X	0.181926162	0.497	0.488	0.009	0.653035135	1	
SLC25A11	0.181918922	0.167	0.15	0.017	0.566029594	1	
CETP	0.18191686	0.002	0	0.002	0.599816854	1	
SOWAHC	0.18191686	0.002	0	0.002	0.599816854	1	
SPR	0.18191686	0.002	0	0.002	0.599816854	1	
FLVCR1-AS1	0.181916041	0.045	0.031	0.014	0.448425088	1	
CACNB3	0.181693171	0.012	0.006	0.006	0.52826174	1	
P4HA1	0.181502057	0.105	0.081	0.024	0.420343505	1	
ARNTL2	0.1814419	0.002	0	0.002	0.599816854	1	
MARK1	0.1814419	0.002	0	0.002	0.599816854	1	
PKIA-AS1	0.1814419	0.002	0	0.002	0.599816854	1	
RP4-666F24.3	0.1814419	0.002	0	0.002	0.599816854	1	
ZNF239	0.1814419	0.002	0	0.002	0.599816854	1	
MT-ND4	0.18137835	0.974	0.969	0.005	0.029004109	1	
SPPL3	0.181363991	0.044	0.044	0	0.987639248	1	
PLA2G6	0.181338965	0.056	0.056	0	0.986053332	1	
FAM92A1	0.181316317	0.003	0	0.003	0.456375917	1	
GOPC	0.181288995	0.141	0.138	0.003	0.814793342	1	
WDR48	0.181259433	0.113	0.112	0.001	0.879622557	1	
CD2BP2	0.181237019	0.253	0.206	0.047	0.252534796	1	
WDR18	0.181236813	0.103	0.094	0.009	0.703881095	1	
POLH	0.180667088	0.056	0.038	0.018	0.378170245	1	
PIP4K2B	0.180650124	0.033	0.031	0.002	0.898724777	1	
HNRNPU	0.180556553	0.557	0.55	0.007	0.33591321	1	
EFNA3	0.180405692	0.002	0	0.002	0.599816854	1	
ELFN1-AS1	0.180405692	0.002	0	0.002	0.599816854	1	
FZD4	0.180405692	0.002	0	0.002	0.599816854	1	
GSTA1	0.180405692	0.002	0	0.002	0.599816854	1	
IRX3	0.180405692	0.002	0	0.002	0.599816854	1	
NEO1	0.180405692	0.002	0	0.002	0.599816854	1	
OTUD7A	0.180405692	0.002	0	0.002	0.599816854	1	
REPS2	0.180405692	0.002	0	0.002	0.599816854	1	
SLC1A1	0.180405692	0.002	0	0.002	0.599816854	1	
TSKU	0.180405692	0.002	0	0.002	0.599816854	1	
GCFC2	0.179979426	0.073	0.056	0.017	0.439881977	1	
VPS37B	0.179950159	0.235	0.231	0.004	0.694727369	1	
EPT1	0.179917898	0.148	0.144	0.004	0.812044531	1	
NUP50	0.179745303	0.143	0.15	-0.007	0.950502878	1	
PSMD8	0.179408321	0.552	0.531	0.021	0.190832249	1	
ZFPL1	0.179337616	0.098	0.075	0.023	0.387209121	1	
RP11-467L13.7	0.179294509	0.028	0.025	0.003	0.842974589	1	
MORC2	0.179205709	0.017	0.012	0.005	0.666521499	1	
TRBV12-2	0.179073156	0.003	0.006	-0.003	0.632053278	1	
QSOX1	0.178980757	0.084	0.075	0.009	0.705067164	1	
CTBP1	0.178825771	0.111	0.081	0.03	0.29043596	1	
CHD4	0.178596964	0.223	0.169	0.054	0.179145582	1	
RPS6KA3	0.178415893	0.098	0.081	0.017	0.544620069	1	
ABCC1	0.178376948	0.087	0.081	0.006	0.794921201	1	
EIF3J	0.178275674	0.206	0.181	0.025	0.453360625	1	
ACADM	0.177988813	0.138	0.119	0.019	0.551944518	1	
NAP1L5	0.177753819	0.047	0.044	0.003	0.85122507	1	
RP11-138A9.1	0.177568115	0.049	0.038	0.011	0.557606378	1	
ZNF805	0.177527895	0.021	0.012	0.009	0.498331707	1	
ZNF460	0.177485372	0.099	0.062	0.037	0.16960132	1	
TRBJ2-2	0.177465852	0.007	0.006	0.001	0.921025314	1	
CTD-2562J15.6	0.177312303	0.012	0.019	-0.007	0.538390309	1	
ADAM17	0.177066817	0.07	0.056	0.014	0.54313314	1	
SLC12A4	0.177022385	0.017	0.019	-0.002	0.918421069	1	
SNRPE	0.17701959	0.378	0.331	0.047	0.244260923	1	
XRCC5	0.176728329	0.497	0.469	0.028	0.170158141	1	
CHMP2A	0.176610149	0.458	0.394	0.064	0.137956599	1	
ARRDC2	0.176461818	0.057	0.044	0.013	0.513226948	1	
ARSK	0.176452315	0.04	0.031	0.009	0.605090335	1	
ZNF287	0.176353633	0.023	0.019	0.004	0.765417277	1	
N4BP3	0.176290506	0.012	0.006	0.006	0.523672168	1	
ISM1	0.176180163	0.002	0	0.002	0.599816854	1	
PNCK	0.176180163	0.002	0	0.002	0.599816854	1	
RAB3IL1	0.176180163	0.002	0	0.002	0.599816854	1	
RP11-396C23.2	0.176180163	0.002	0	0.002	0.599816854	1	
KIF2C	0.176127753	0.003	0.006	-0.003	0.632053278	1	
TMEM80	0.175894595	0.085	0.062	0.023	0.375244452	1	
HS2ST1	0.175874784	0.038	0.038	0	0.938730648	1	
ITM2A	0.175315573	0.667	0.588	0.079	0.158171875	1	
MTX3	0.175249131	0.037	0.031	0.006	0.744024909	1	
FAM131B	0.175238509	0.002	0	0.002	0.599816854	1	
GAL3ST2	0.175238509	0.002	0	0.002	0.599816854	1	
GFPT2	0.175238509	0.002	0	0.002	0.599816854	1	
IGLV2-11	0.175238509	0.002	0	0.002	0.599816854	1	
RBMXL1	0.174889663	0.073	0.056	0.017	0.448424235	1	
BYSL	0.174831158	0.012	0.012	0	0.981470862	1	
TMEM30A	0.174631646	0.22	0.206	0.014	0.598469383	1	
PCM1	0.174607301	0.324	0.269	0.055	0.226794701	1	
HIST1H2AC	0.174548322	0.141	0.15	-0.009	0.918916513	1	
OXLD1	0.174537774	0.172	0.162	0.01	0.688805291	1	
AP5S1	0.174506624	0.052	0.044	0.008	0.661659647	1	
CD101	0.174477455	0.045	0.038	0.007	0.673552462	1	
ERLIN1	0.174301144	0.037	0.038	-0.001	0.981948471	1	
FAS	0.173952702	0.465	0.394	0.071	0.067384672	1	
THOC1	0.173878577	0.054	0.038	0.016	0.400788533	1	
RP11-541P9.3	0.17367974	0.002	0	0.002	0.599816854	1	
RP11-78A19.3	0.17367974	0.002	0	0.002	0.599816854	1	
ZNF664	0.173664996	0.073	0.062	0.011	0.63788846	1	
CHMP4A	0.173635459	0.333	0.306	0.027	0.372228004	1	
TMEM101	0.17361454	0.15	0.131	0.019	0.491875708	1	
